Country,Initials,Year,0-15,16-30,31-45,46-60,61-75,76-90,ET,Yellows,Reds
Saudi Arabia,KSA,1978,,,,,,,,,
Saudi Arabia,KSA,1982,,,,,,,,,
Saudi Arabia,KSA,1986,,,,,,,,,
Saudi Arabia,KSA,1990,,,,,,,,,
Saudi Arabia,KSA,1994,1,1,1,0,0,1,0,10,0
Saudi Arabia,KSA,1998,0,0,0,0,0,0,0,4,1
Saudi Arabia,KSA,2002,0,0,0,0,0,0,0,3,0
Saudi Arabia,KSA,2006,0,0,0,1,0,1,0,5,0
Saudi Arabia,KSA,2010,,,,,,,,,
Saudi Arabia,KSA,2014,,,,,,,,,
Scotland,SCO,1930,,,,,,,,,
Scotland,SCO,1934,,,,,,,,,
Scotland,SCO,1938,,,,,,,,,
Scotland,SCO,1950,,,,,,,,,
Scotland,SCO,1954,0,0,0,0,0,0,0,0,0
Scotland,SCO,1958,0,1,0,1,1,1,0,0,0
Scotland,SCO,1962,,,,,,,,,
Scotland,SCO,1966,,,,,,,,,
Scotland,SCO,1970,,,,,,,,,
Scotland,SCO,1974,0,1,1,0,0,1,0,3,0
Scotland,SCO,1978,1,0,1,0,1,0,0,1,0
Scotland,SCO,1982,1,3,1,0,1,2,0,1,0
Scotland,SCO,1986,0,1,0,0,0,0,0,5,0
Scotland,SCO,1990,1,0,0,0,0,0,0,3,0
Scotland,SCO,1994,,,,,,,,,
Scotland,SCO,1998,0,0,0,0,1,0,0,4,1
Scotland,SCO,2002,,,,,,,,,
Scotland,SCO,2006,,,,,,,,,
Scotland,SCO,2010,,,,,,,,,
Scotland,SCO,2014,,,,,,,,,
Senegal,SEN,1930,,,,,,,,,
Senegal,SEN,1934,,,,,,,,,
Senegal,SEN,1938,,,,,,,,,
Senegal,SEN,1950,,,,,,,,,
Senegal,SEN,1954,,,,,,,,,
Senegal,SEN,1958,,,,,,,,,
Senegal,SEN,1962,,,,,,,,,
Senegal,SEN,1966,,,,,,,,,
Senegal,SEN,1970,,,,,,,,,
Senegal,SEN,1974,,,,,,,,,
Senegal,SEN,1978,,,,,,,,,
Senegal,SEN,1982,,,,,,,,,
Senegal,SEN,1986,,,,,,,,,
Senegal,SEN,1990,,,,,,,,,
Senegal,SEN,1994,,,,,,,,,
Senegal,SEN,1998,,,,,,,,,
Senegal,SEN,2002,0,2,2,1,0,0,1,14,1
Senegal,SEN,2006,,,,,,,,,
Senegal,SEN,2010,,,,,,,,,
Senegal,SEN,2014,,,,,,,,,
Serbia,SRB,1930,,,,,,,,,
Serbia,SRB,1934,,,,,,,,,
Serbia,SRB,1938,,,,,,,,,
Serbia,SRB,1950,,,,,,,,,
Serbia,SRB,1954,,,,,,,,,
Serbia,SRB,1958,,,,,,,,,
Serbia,SRB,1962,,,,,,,,,
Serbia,SRB,1966,,,,,,,,,
Serbia,SRB,1970,,,,,,,,,
Serbia,SRB,1974,,,,,,,,,
Serbia,SRB,1978,,,,,,,,,
Serbia,SRB,1982,,,,,,,,,
Serbia,SRB,1986,,,,,,,,,
Serbia,SRB,1990,,,,,,,,,
Serbia,SRB,1994,,,,,,,,,
Serbia,SRB,1998,,,,,,,,,
Serbia,SRB,2002,,,,,,,,,
Serbia,SRB,2006,,,,,,,,,
Serbia,SRB,2010,0,0,1,0,0,1,0,10,1
Serbia,SRB,2014,,,,,,,,,
Serbia and Montenegro,SCG,1930,,,,,,,,,
Serbia and Montenegro,SCG,1934,,,,,,,,,
Serbia and Montenegro,SCG,1938,,,,,,,,,
Serbia and Montenegro,SCG,1950,,,,,,,,,
Serbia and Montenegro,SCG,1954,,,,,,,,,
Serbia and Montenegro,SCG,1958,,,,,,,,,
Serbia and Montenegro,SCG,1962,,,,,,,,,
Serbia and Montenegro,SCG,1966,,,,,,,,,
Serbia and Montenegro,SCG,1970,,,,,,,,,
Serbia and Montenegro,SCG,1974,,,,,,,,,
Serbia and Montenegro,SCG,1978,,,,,,,,,
Serbia and Montenegro,SCG,1982,,,,,,,,,
Serbia and Montenegro,SCG,1986,,,,,,,,,
Serbia and Montenegro,SCG,1990,,,,,,,,,
Serbia and Montenegro,SCG,1994,,,,,,,,,
Serbia and Montenegro,SCG,1998,,,,,,,,,
Serbia and Montenegro,SCG,2002,,,,,,,,,
Serbia and Montenegro,SCG,2006,1,1,0,0,0,0,0,12,2
Serbia and Montenegro,SCG,2010,,,,,,,,,
Serbia and Montenegro,SCG,2014,,,,,,,,,
Slovakia,SVK,1930,,,,,,,,,
Slovakia,SVK,1934,,,,,,,,,
Slovakia,SVK,1938,,,,,,,,,
Slovakia,SVK,1950,,,,,,,,,
Slovakia,SVK,1954,,,,,,,,,
Slovakia,SVK,1958,,,,,,,,,
Slovakia,SVK,1962,,,,,,,,,
Slovakia,SVK,1966,,,,,,,,,
Slovakia,SVK,1970,,,,,,,,,
Slovakia,SVK,1974,,,,,,,,,
Slovakia,SVK,1978,,,,,,,,,
Slovakia,SVK,1982,,,,,,,,,
Slovakia,SVK,1986,,,,,,,,,
Slovakia,SVK,1990,,,,,,,,,
Slovakia,SVK,1994,,,,,,,,,
Slovakia,SVK,1998,,,,,,,,,
Slovakia,SVK,2002,,,,,,,,,
Slovakia,SVK,2006,,,,,,,,,
Slovakia,SVK,2010,0,1,0,1,1,1,0,11,0
Slovakia,SVK,2014,,,,,,,,,
Slovenia,SVN,1930,,,,,,,,,
Slovenia,SVN,1934,,,,,,,,,
Slovenia,SVN,1938,,,,,,,,,
Slovenia,SVN,1950,,,,,,,,,
Slovenia,SVN,1954,,,,,,,,,
Slovenia,SVN,1958,,,,,,,,,
Slovenia,SVN,1962,,,,,,,,,
Slovenia,SVN,1966,,,,,,,,,
Slovenia,SVN,1970,,,,,,,,,
Slovenia,SVN,1974,,,,,,,,,
Slovenia,SVN,1978,,,,,,,,,
Slovenia,SVN,1982,,,,,,,,,
Slovenia,SVN,1986,,,,,,,,,
Slovenia,SVN,1990,,,,,,,,,
Slovenia,SVN,1994,,,,,,,,,
Slovenia,SVN,1998,,,,,,,,,
Slovenia,SVN,2002,0,0,1,0,0,1,0,10,1
Slovenia,SVN,2006,,,,,,,,,
Slovenia,SVN,2010,1,0,1,0,0,1,0,9,0
Slovenia,SVN,2014,,,,,,,,,
South Africa,RSA,1930,,,,,,,,,
South Africa,RSA,1934,,,,,,,,,
South Africa,RSA,1938,,,,,,,,,
South Africa,RSA,1950,,,,,,,,,
South Africa,RSA,1954,,,,,,,,,
South Africa,RSA,1958,,,,,,,,,
South Africa,RSA,1962,,,,,,,,,
South Africa,RSA,1966,,,,,,,,,
South Africa,RSA,1970,,,,,,,,,
South Africa,RSA,1974,,,,,,,,,
South Africa,RSA,1978,,,,,,,,,
South Africa,RSA,1982,,,,,,,,,
South Africa,RSA,1986,,,,,,,,,
South Africa,RSA,1990,,,,,,,,,
South Africa,RSA,1994,,,,,,,,,
South Africa,RSA,1998,0,1,0,1,0,0,0,7,1
South Africa,RSA,2002,1,0,1,1,1,0,0,10,0
South Africa,RSA,2006,,,,,,,,,
South Africa,RSA,2010,0,1,1,1,0,0,0,4,1
South Africa,RSA,2014,,,,,,,,,
Soviet Union,URS,1930,,,,,,,,,
Soviet Union,URS,1934,,,,,,,,,
Soviet Union,URS,1938,,,,,,,,,
Soviet Union,URS,1950,,,,,,,,,
Soviet Union,URS,1954,,,,,,,,,
Soviet Union,URS,1958,2,0,0,1,2,0,0,0,0
Soviet Union,URS,1962,3,1,1,2,0,2,0,0,0
Soviet Union,URS,1966,1,1,3,2,0,3,0,3,1
Soviet Union,URS,1970,1,0,0,2,2,1,0,6,0
Soviet Union,URS,1974,,,,,,,,,
Soviet Union,URS,1978,,,,,,,,,
Soviet Union,URS,1982,0,1,1,3,1,1,0,4,0
Soviet Union,URS,1986,2,1,0,2,3,1,0,2,0
Soviet Union,URS,1990,0,2,0,1,1,0,0,3,1
Soviet Union,URS,1994,,,,,,,,,
Soviet Union,URS,1998,,,,,,,,,
Soviet Union,URS,2002,,,,,,,,,
Soviet Union,URS,2006,,,,,,,,,
Soviet Union,URS,2010,,,,,,,,,
Soviet Union,URS,2014,,,,,,,,,
Spain,ESP,1930,,,,,,,,,
Spain,ESP,1934,0,3,0,0,0,0,0,0,0
Spain,ESP,1938,,,,,,,,,
Spain,ESP,1950,0,2,2,1,1,4,0,0,0
Spain,ESP,1954,,,,,,,,,
Spain,ESP,1958,,,,,,,,,
Spain,ESP,1962,0,0,1,0,0,1,0,0,0
Spain,ESP,1966,0,1,0,1,2,0,0,1,0
Spain,ESP,1970,,,,,,,,,
Spain,ESP,1974,,,,,,,,,
Spain,ESP,1978,0,1,0,0,1,0,0,1,0
Spain,ESP,1982,0,0,0,0,1,1,0,6,0
Spain,ESP,1986,2,1,1,1,2,2,0,8,0
Spain,ESP,1990,0,1,1,0,1,2,0,4,0
Spain,ESP,1994,2,0,0,3,3,0,0,13,1
Spain,ESP,1998,0,2,0,2,0,2,0,7,0
Spain,ESP,2002,2,0,2,2,2,0,0,7,0
Spain,ESP,2006,1,1,1,0,1,2,0,6,0
Spain,ESP,2010,0,2,1,1,2,1,1,8,0
Spain,ESP,2014,0,0,1,0,1,1,0,3,0
Sweden,SWE,1930,,,,,,,,,
Sweden,SWE,1934,1,0,0,0,1,2,0,0,0
Sweden,SWE,1938,2,2,3,0,0,4,0,0,0
Sweden,SWE,1950,2,3,3,0,1,1,0,0,0
Sweden,SWE,1954,,,,,,,,,
Sweden,SWE,1958,1,1,2,2,1,4,0,0,0
Sweden,SWE,1962,,,,,,,,,
Sweden,SWE,1966,,,,,,,,,
Sweden,SWE,1970,0,0,0,1,0,1,0,2,0
Sweden,SWE,1974,0,2,0,2,1,2,0,5,0
Sweden,SWE,1978,0,0,1,0,0,0,0,1,0
Sweden,SWE,1982,,,,,,,,,
Sweden,SWE,1986,,,,,,,,,
Sweden,SWE,1990,0,0,1,0,0,2,0,4,0
Sweden,SWE,1994,3,2,2,2,1,3,1,14,2
Sweden,SWE,1998,,,,,,,,,
Sweden,SWE,2002,1,0,1,2,0,0,0,6,0
Sweden,SWE,2006,0,0,0,1,0,2,0,10,1
Sweden,SWE,2010,,,,,,,,,
Sweden,SWE,2014,,,,,,,,,
Switzerland,SUI,1930,,,,,,,,,
Switzerland,SUI,1934,1,1,1,0,1,1,0,0,0
Switzerland,SUI,1938,0,0,2,0,2,1,0,0,0
Switzerland,SUI,1950,1,1,1,0,0,1,0,0,0
Switzerland,SUI,1954,1,4,1,2,0,3,0,0,0
Switzerland,SUI,1958,,,,,,,,,
Switzerland,SUI,1962,1,0,0,0,1,0,0,0,0
Switzerland,SUI,1966,0,1,0,0,0,0,0,0,0
Switzerland,SUI,1970,,,,,,,,,
Switzerland,SUI,1974,,,,,,,,,
Switzerland,SUI,1978,,,,,,,,,
Switzerland,SUI,1982,,,,,,,,,
Switzerland,SUI,1986,,,,,,,,,
Switzerland,SUI,1990,,,,,,,,,
Switzerland,SUI,1994,0,1,1,1,2,0,0,8,0
Switzerland,SUI,1998,,,,,,,,,
Switzerland,SUI,2002,,,,,,,,,
Switzerland,SUI,2006,0,2,0,0,0,2,0,12,0
Switzerland,SUI,2010,0,0,0,1,0,0,0,8,1
Switzerland,SUI,2014,1,0,1,1,1,3,0,3,0
Togo,TOG,1930,,,,,,,,,
Togo,TOG,1934,,,,,,,,,
Togo,TOG,1938,,,,,,,,,
Togo,TOG,1950,,,,,,,,,
Togo,TOG,1954,,,,,,,,,
Togo,TOG,1958,,,,,,,,,
Togo,TOG,1962,,,,,,,,,
Togo,TOG,1966,,,,,,,,,
Togo,TOG,1970,,,,,,,,,
Togo,TOG,1974,,,,,,,,,
Togo,TOG,1978,,,,,,,,,
Togo,TOG,1982,,,,,,,,,
Togo,TOG,1986,,,,,,,,,
Togo,TOG,1990,,,,,,,,,
Togo,TOG,1994,,,,,,,,,
Togo,TOG,1998,,,,,,,,,
Togo,TOG,2002,,,,,,,,,
Togo,TOG,2006,0,0,1,0,0,0,0,10,1
Togo,TOG,2010,,,,,,,,,
Togo,TOG,2014,,,,,,,,,
Trinidad and Tobago,TRI,1930,,,,,,,,,
Trinidad and Tobago,TRI,1934,,,,,,,,,
Trinidad and Tobago,TRI,1938,,,,,,,,,
Trinidad and Tobago,TRI,1950,,,,,,,,,
Trinidad and Tobago,TRI,1954,,,,,,,,,
Trinidad and Tobago,TRI,1958,,,,,,,,,
Trinidad and Tobago,TRI,1962,,,,,,,,,
Trinidad and Tobago,TRI,1966,,,,,,,,,
Trinidad and Tobago,TRI,1970,,,,,,,,,
Trinidad and Tobago,TRI,1974,,,,,,,,,
Trinidad and Tobago,TRI,1978,,,,,,,,,
Trinidad and Tobago,TRI,1982,,,,,,,,,
Trinidad and Tobago,TRI,1986,,,,,,,,,
Trinidad and Tobago,TRI,1990,,,,,,,,,
Trinidad and Tobago,TRI,1994,,,,,,,,,
Trinidad and Tobago,TRI,1998,,,,,,,,,
Trinidad and Tobago,TRI,2002,,,,,,,,,
Trinidad and Tobago,TRI,2006,0,0,0,0,0,0,0,10,1
Trinidad and Tobago,TRI,2010,,,,,,,,,
Trinidad and Tobago,TRI,2014,,,,,,,,,
Tunisia,TUN,1930,,,,,,,,,
Tunisia,TUN,1934,,,,,,,,,
Tunisia,TUN,1938,,,,,,,,,
Tunisia,TUN,1950,,,,,,,,,
Tunisia,TUN,1954,,,,,,,,,
Tunisia,TUN,1958,,,,,,,,,
Tunisia,TUN,1962,,,,,,,,,
Tunisia,TUN,1966,,,,,,,,,
Tunisia,TUN,1970,,,,,,,,,
Tunisia,TUN,1974,,,,,,,,,
Tunisia,TUN,1978,0,0,0,1,0,2,0,1,0
Tunisia,TUN,1982,,,,,,,,,
Tunisia,TUN,1986,,,,,,,,,
Tunisia,TUN,1990,,,,,,,,,
Tunisia,TUN,1994,,,,,,,,,
Tunisia,TUN,1998,0,0,0,0,0,0,0,7,0
Tunisia,TUN,2002,0,1,0,0,0,0,0,8,0
Tunisia,TUN,2006,1,1,0,0,0,1,0,14,1
Tunisia,TUN,2010,,,,,,,,,
Tunisia,TUN,2014,,,,,,,,,
Turkey,TUR,1930,,,,,,,,,
Turkey,TUR,1934,,,,,,,,,
Turkey,TUR,1938,,,,,,,,,
Turkey,TUR,1950,,,,,,,,,
Turkey,TUR,1954,2,3,1,0,2,2,0,0,0
Turkey,TUR,1958,,,,,,,,,
Turkey,TUR,1962,,,,,,,,,
Turkey,TUR,1966,,,,,,,,,
Turkey,TUR,1970,,,,,,,,,
Turkey,TUR,1974,,,,,,,,,
Turkey,TUR,1978,,,,,,,,,
Turkey,TUR,1982,,,,,,,,,
Turkey,TUR,1986,,,,,,,,,
Turkey,TUR,1990,,,,,,,,,
Turkey,TUR,1994,,,,,,,,,
Turkey,TUR,1998,,,,,,,,,
Turkey,TUR,2002,6,0,2,1,0,1,0,19,2
Turkey,TUR,2006,,,,,,,,,
Turkey,TUR,2010,,,,,,,,,
Turkey,TUR,2014,,,,,,,,,
USA,USA,1930,2,1,1,1,1,1,0,0,0
USA,USA,1934,0,0,0,1,0,0,0,0,0
USA,USA,1938,,,,,,,,,
USA,USA,1950,0,1,1,1,0,0,0,0,0
USA,USA,1954,,,,,,,,,
USA,USA,1958,,,,,,,,,
USA,USA,1962,,,,,,,,,
USA,USA,1966,,,,,,,,,
USA,USA,1970,,,,,,,,,
USA,USA,1974,,,,,,,,,
USA,USA,1978,,,,,,,,,
USA,USA,1982,,,,,,,,,
USA,USA,1986,,,,,,,,,
USA,USA,1990,0,0,0,1,0,1,0,7,1
USA,USA,1994,0,0,1,1,0,0,0,9,1
USA,USA,1998,0,0,0,0,0,1,0,4,0
USA,USA,2002,2,1,1,0,1,1,0,14,0
USA,USA,2006,0,0,1,0,0,0,0,5,2
USA,USA,2010,0,0,1,1,0,2,0,9,0
USA,USA,2014,1,0,0,0,1,2,1,4,0
Ukraine,UKR,1930,,,,,,,,,
Ukraine,UKR,1934,,,,,,,,,
Ukraine,UKR,1938,,,,,,,,,
Ukraine,UKR,1950,,,,,,,,,
Ukraine,UKR,1954,,,,,,,,,
Ukraine,UKR,1958,,,,,,,,,
Ukraine,UKR,1962,,,,,,,,,
Ukraine,UKR,1966,,,,,,,,,
Ukraine,UKR,1970,,,,,,,,,
Ukraine,UKR,1974,,,,,,,,,
Ukraine,UKR,1978,,,,,,,,,
Ukraine,UKR,1982,,,,,,,,,
Ukraine,UKR,1986,,,,,,,,,
Ukraine,UKR,1990,,,,,,,,,
Ukraine,UKR,1994,,,,,,,,,
Ukraine,UKR,1998,,,,,,,,,
Ukraine,UKR,2002,,,,,,,,,
Ukraine,UKR,2006,1,0,1,1,0,1,0,12,1
Ukraine,UKR,2010,,,,,,,,,
Ukraine,UKR,2014,,,,,,,,,
United Arab Emirates,UAE,1930,,,,,,,,,
United Arab Emirates,UAE,1934,,,,,,,,,
United Arab Emirates,UAE,1938,,,,,,,,,
United Arab Emirates,UAE,1950,,,,,,,,,
United Arab Emirates,UAE,1954,,,,,,,,,
United Arab Emirates,UAE,1958,,,,,,,,,
United Arab Emirates,UAE,1962,,,,,,,,,
United Arab Emirates,UAE,1966,,,,,,,,,
United Arab Emirates,UAE,1970,,,,,,,,,
United Arab Emirates,UAE,1974,,,,,,,,,
United Arab Emirates,UAE,1978,,,,,,,,,
United Arab Emirates,UAE,1982,,,,,,,,,
United Arab Emirates,UAE,1986,,,,,,,,,
United Arab Emirates,UAE,1990,0,1,0,1,0,0,0,7,1
United Arab Emirates,UAE,1994,,,,,,,,,
United Arab Emirates,UAE,1998,,,,,,,,,
United Arab Emirates,UAE,2002,,,,,,,,,
United Arab Emirates,UAE,2006,,,,,,,,,
United Arab Emirates,UAE,2010,,,,,,,,,
United Arab Emirates,UAE,2014,,,,,,,,,
Uruguay,URU,1930,2,4,2,2,4,1,0,0,0
Uruguay,URU,1934,,,,,,,,,
Uruguay,URU,1938,,,,,,,,,
Uruguay,URU,1950,1,3,2,2,2,5,0,0,0
Uruguay,URU,1954,1,3,1,4,2,5,0,0,0
Uruguay,URU,1958,,,,,,,,,
Uruguay,URU,1962,0,1,0,2,1,0,0,0,1
Uruguay,URU,1966,0,1,1,0,0,0,0,1,2
Uruguay,URU,1970,0,2,0,1,0,0,1,7,0
Uruguay,URU,1974,0,0,0,0,0,1,0,5,1
Uruguay,URU,1978,,,,,,,,,
Uruguay,URU,1982,,,,,,,,,
Uruguay,URU,1986,1,0,0,0,0,0,0,11,2
Uruguay,URU,1990,0,0,0,0,1,1,0,9,0
Uruguay,URU,1994,,,,,,,,,
Uruguay,URU,1998,,,,,,,,,
Uruguay,URU,2002,0,0,1,1,1,0,0,10,0
Uruguay,URU,2006,,,,,,,,,
Uruguay,URU,2010,1,2,2,2,0,3,0,11,2
Uruguay,URU,2014,0,0,1,0,0,2,0,8,1
Wales,WAL,1930,,,,,,,,,
Wales,WAL,1934,,,,,,,,,
Wales,WAL,1938,,,,,,,,,
Wales,WAL,1950,,,,,,,,,
Wales,WAL,1954,,,,,,,,,
Wales,WAL,1958,0,1,1,1,0,1,0,0,0
Wales,WAL,1962,,,,,,,,,
Wales,WAL,1966,,,,,,,,,
Wales,WAL,1970,,,,,,,,,
Wales,WAL,1974,,,,,,,,,
Wales,WAL,1978,,,,,,,,,
Wales,WAL,1982,,,,,,,,,
Wales,WAL,1986,,,,,,,,,
Wales,WAL,1990,,,,,,,,,
Wales,WAL,1994,,,,,,,,,
Wales,WAL,1998,,,,,,,,,
Wales,WAL,2002,,,,,,,,,
Wales,WAL,2006,,,,,,,,,
Wales,WAL,2010,,,,,,,,,
Wales,WAL,2014,,,,,,,,,
Yugoslavia,YUG,1930,1,2,0,1,2,1,0,0,0
Yugoslavia,YUG,1934,,,,,,,,,
Yugoslavia,YUG,1938,,,,,,,,,
Yugoslavia,YUG,1950,0,2,0,2,1,2,0,0,0
Yugoslavia,YUG,1954,1,0,0,1,0,0,0,0,0
Yugoslavia,YUG,1958,2,2,0,0,2,1,0,0,0
Yugoslavia,YUG,1962,0,3,0,1,2,3,0,0,1
Yugoslavia,YUG,1966,,,,,,,,,
Yugoslavia,YUG,1970,,,,,,,,,
Yugoslavia,YUG,1974,2,4,2,0,2,2,0,10,0
Yugoslavia,YUG,1978,,,,,,,,,
Yugoslavia,YUG,1982,1,0,0,0,0,0,0,3,0
Yugoslavia,YUG,1986,,,,,,,,,
Yugoslavia,YUG,1990,2,0,0,2,1,2,1,8,1
Yugoslavia,YUG,1994,,,,,,,,,
Yugoslavia,YUG,1998,2,0,0,2,1,0,0,7,0
Yugoslavia,YUG,2002,,,,,,,,,
Yugoslavia,YUG,2006,,,,,,,,,
Yugoslavia,YUG,2010,,,,,,,,,
Yugoslavia,YUG,2014,,,,,,,,,
Zaire,ZAI,1930,,,,,,,,,
Zaire,ZAI,1934,,,,,,,,,
Zaire,ZAI,1938,,,,,,,,,
Zaire,ZAI,1950,,,,,,,,,
Zaire,ZAI,1954,,,,,,,,,
Zaire,ZAI,1958,,,,,,,,,
Zaire,ZAI,1962,,,,,,,,,
Zaire,ZAI,1966,,,,,,,,,
Zaire,ZAI,1970,,,,,,,,,
Zaire,ZAI,1974,0,0,0,0,0,0,0,2,1
Zaire,ZAI,1978,,,,,,,,,
Zaire,ZAI,1982,,,,,,,,,
Zaire,ZAI,1986,,,,,,,,,
Zaire,ZAI,1990,,,,,,,,,
Zaire,ZAI,1994,,,,,,,,,
Zaire,ZAI,1998,,,,,,,,,
Zaire,ZAI,2002,,,,,,,,,
Zaire,ZAI,2006,,,,,,,,,
Zaire,ZAI,2010,,,,,,,,,
Zaire,ZAI,2014,,,,,,,,,
